"Inicio del intervalo","Fin del intervalo","Intervalo completo","Filtros","Tipo de medios","Acumulado o detallado","ID de código de conclusión","Nombre de código de conclusión","ID de cola","Nombre de cola","Manejo medio","Conversación media","Retención media","ACW medio","Manejo total","Conversación total","Retención total","Total de ACW","Retención","Manejo","% de manejo","% de manejo total","% de tiempo total de conversación","Máximo de manejos","Mínimo de manejos","Máximo de conversaciones","Mínimo de conversaciones","Máximo de retenciones","Mínimo de retenciones","Máximo de ACW","Mínimo de ACW","Conversación","ACW","Detener","Total de detenciones","Media de detenciones","Máximo de detenciones","Mínimo de detenciones"
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","0389efaf-bd54-449e-8c4e-4c149f6a4617","Informacion general - 611","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","187724.58761594383","174115.56426183844","72333.508168028","10158.833960056823","6739500420","6250748757","123979633","364712298","1714","35901","0.2547199931887359","0.24590390820835037","0.24653781655308465","2328763","10303","2140270","91","743553","1","19632","10001","35900","35901","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","0389efaf-bd54-449e-8c4e-4c149f6a4617","Informacion general - 611","c32228de-db82-4018-b7f1-42b586b1e942","MOVIL_Prepagos","152793.20638791175","140271.45380771538","63575.157725321886","10158.33234729773","3822274851","3508890417","59252047","254120842","932","25016","0.17749019107014893","0.13946320432270112","0.13839528919834695","1769214","10378","1759057","46","413022","20","17474","10002","25015","25016","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","0389efaf-bd54-449e-8c4e-4c149f6a4617","Informacion general - 611","0fe7f083-8a02-4b3b-8a5d-f3a313f3a292","MOVIL_Prioritario","165815.56770590972","152806.10330386227","64564.336842105266","10155.294090274547","356337655","328380316","6133612","21823727","95","2149","0.015247298553315879","0.013001679137264422","0.01295175494215628","1552711","10393","1434385","69","522445","333","10359","10041","2149","2149","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","ININ-WRAP-UP-DELETED","ININ-WRAP-UP-DELETED","","","840579","830435","","10144","840579","830435","","10144","","1","0.000007095066800053923","0.00003067017558815835","0.000032753457169428964","840579","840579","830435","830435","","","10144","10144","1","1","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","ININ-WRAP-UP-DELETED","ININ-WRAP-UP-DELETED","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","840579","830435","","10144","840579","830435","","10144","","1","0.000007095066800053923","0.00003067017558815835","0.000032753457169428964","840579","840579","830435","830435","","","10144","10144","1","1","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","ININ-WRAP-UP-TIMEOUT","ININ-WRAP-UP-TIMEOUT","","","172205.36516065666","156435.02245929252","102987.87732342008","10000","2454615275","2228886200","83111217","142540000","807","14254","0.10113308216796861","0.08956145881068357","0.08791022619137114","2177833","10044","2167833","44","825696","43","10000","10000","14248","14254","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","ININ-WRAP-UP-TIMEOUT","ININ-WRAP-UP-TIMEOUT","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","183409.9066884939","166911.17452333606","105106.32082551594","10000","1568521522","1426923631","56021669","85520000","533","8552","0.060677011274061145","0.05723058807505943","0.05627975944174386","1561177","10044","1551177","44","825696","73","10000","10000","8549","8552","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","ININ-WRAP-UP-TIMEOUT","ININ-WRAP-UP-TIMEOUT","c32228de-db82-4018-b7f1-42b586b1e942","MOVIL_Prepagos","156822.95766049626","142016.43231527094","100453.23481781376","10000","796346979","720733394","24811949","50780000","247","5078","0.03602874921067382","0.029056283436808973","0.02842668041563298","2177833","10097","2167833","97","522156","43","10000","10000","5075","5078","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","ININ-WRAP-UP-TIMEOUT","ININ-WRAP-UP-TIMEOUT","0fe7f083-8a02-4b3b-8a5d-f3a313f3a292","MOVIL_Prioritario","143824.95833333334","130174.95993589744","84355.51851851853","10000","89746774","81229175","2277599","6240000","27","624","0.004427321683233647","0.003274587298815179","0.0032037863339942924","1174552","10052","1074291","52","476769","242","10000","10000","624","624","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","e926c0fb-be6e-493b-99cd-6a8af2ed1c34","Pin y Puk - 611","","","232072.33512338577","220553.5064569748","61767.76162790698","10160.427566807313","1815037733","1724948974","10624055","79464704","172","7821","0.055490517443221726","0.0662252161548681","0.06803427401224592","1480190","10386","1328061","84","398918","3","18010","10008","7821","7821","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","e926c0fb-be6e-493b-99cd-6a8af2ed1c34","Pin y Puk - 611","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","232028.27100115074","220189.0103567319","67146.02298850575","10158.67836593786","806530270","765377000","5841704","35311566","87","3476","0.024662452196987435","0.02942784080742531","0.030187483412869198","1480190","24904","1328061","5262","398918","14","13385","10008","3476","3476","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","e926c0fb-be6e-493b-99cd-6a8af2ed1c34","Pin y Puk - 611","c32228de-db82-4018-b7f1-42b586b1e942","MOVIL_Prepagos","232106.94277108434","220900.40085341365","55472.88","10162.248242971888","924714060","880067197","4160466","40486397","75","3984","0.028266746131414826","0.03374000848110504","0.03471101680824978","1027193","10386","1017038","84","386425","3","18010","10013","3984","3984","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","e926c0fb-be6e-493b-99cd-6a8af2ed1c34","Pin y Puk - 611","0fe7f083-8a02-4b3b-8a5d-f3a313f3a292","MOVIL_Prioritario","232114.68975069252","220234.83933518006","62188.5","10157.17728531856","83793403","79504777","621885","3666741","10","361","0.002561319114819466","0.003057366866337744","0.003135773791126941","911881","28912","901663","18772","242925","1579","10258","10014","361","361","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","14d49a4d-87ce-45e0-953e-ee810b28615a","Reclamos - 611","","","371674.20247933886","338657.2820247934","89217.94153225806","10159.431301652892","719561256","655640498","44252099","19668659","496","1936","0.013736049324904393","0.026254605537321014","0.02585933031457739","2196434","31809","1989922","21676","776800","294","12770","10002","1936","1936","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","14d49a4d-87ce-45e0-953e-ee810b28615a","Reclamos - 611","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","373395.1204911742","342226.99386032234","86083.50314465408","10159.259401381427","486533842","445921773","27374554","13237515","318","1303","0.00924487204047026","0.017752142706064858","0.01758774581137756","2196434","34176","1989922","24005","776800","884","12770","10002","1303","1303","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","14d49a4d-87ce-45e0-953e-ee810b28615a","Reclamos - 611","c32228de-db82-4018-b7f1-42b586b1e942","MOVIL_Prepagos","365400.73035714286","328692.85714285716","96539.12337662338","10159.614285714286","204624409","184068000","14867025","5689384","154","560","0.0039732374080301966","0.007466123414519194","0.007259885908304022","1588316","38188","1578162","28052","523475","294","10261","10005","560","560","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","14d49a4d-87ce-45e0-953e-ee810b28615a","Reclamos - 611","0fe7f083-8a02-4b3b-8a5d-f3a313f3a292","MOVIL_Prioritario","389082.2602739726","351379.79452054796","83771.66666666667","10161.09589041096","28403005","25650725","2010520","741760","24","73","0.0005179398764039363","0.001036339416736963","0.0010116985948958085","1356733","31809","1340022","21676","324475","990","10220","10119","73","73","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","be0fa1f1-7a8e-4828-ad42-d931fefec237","Roaming - 611","","","225564.6708654416","213618.3343212804","61480.26530612245","10158.76437462952","1522110399","1441496520","12050132","68551342","196","6748","0.047877510766763866","0.05553718710780517","0.05685453350075672","1751136","19143","1740981","9024","945002","472","13214","10001","6748","6748","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","be0fa1f1-7a8e-4828-ad42-d931fefec237","Roaming - 611","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","226812.35221674878","214770.6631773399","66407.9420289855","10158.129720853858","1105029780","1046362671","9164296","49490408","138","4872","0.03456716544986271","0.04031918163877993","0.041269930733034844","1751136","31582","1740981","21452","945002","472","12948","10001","4872","4872","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","be0fa1f1-7a8e-4828-ad42-d931fefec237","Roaming - 611","c32228de-db82-4018-b7f1-42b586b1e942","MOVIL_Prepagos","238967.36170212767","227592.1146572104","44792.30434782609","10157.489361702128","202166388","192542929","1030223","8593236","23","846","0.006002426512845618","0.007376437691143544","0.0075941483418664945","1239274","30605","1229112","20411","153249","498","10342","10003","846","846","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","be0fa1f1-7a8e-4828-ad42-d931fefec237","Roaming - 611","0fe7f083-8a02-4b3b-8a5d-f3a313f3a292","MOVIL_Prioritario","208654.5932038835","196690.21359223302","53017.514285714286","10162.81359223301","214914231","202590920","1855613","10467698","35","1030","0.00730791880405554","0.007841567777881702","0.007990454425855376","1480838","19143","1310787","9024","199112","1456","13214","10040","1030","1030","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","b43a48e4-11c7-4909-913c-5a8ee213e637","Tramites - 611","","","386293.18375499337","353281.48468708387","112110.66666666667","10171.576564580559","290106181","265314395","17152932","7638854","153","751","0.005328395166840496","0.010585093739529594","0.010464351421924001","1926550","33618","1916394","23506","413797","40","15902","10004","751","751","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","b43a48e4-11c7-4909-913c-5a8ee213e637","Tramites - 611","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","406424.3875","371406.6875","115931.46666666666","10175.242857142857","227597657","207987745","13911776","5698136","120","560","0.0039732374080301966","0.008304347483869377","0.008203312357527817","1926550","33618","1916394","23506","413797","1659","15902","10004","560","560","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","b43a48e4-11c7-4909-913c-5a8ee213e637","Tramites - 611","c32228de-db82-4018-b7f1-42b586b1e942","MOVIL_Prepagos","327269.75916230364","300139.5287958115","98216.84848484848","10160.82722513089","62508524","57326650","3241156","1940718","33","191","0.0013551577588102992","0.002280746255660218","0.002261039064396184","1097081","38729","1070922","28529","357750","40","10365","10108","191","191","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","98223aa4-aab5-475c-bf07-b72d68161072","Ventas y modificaciones de contrato - 611","","","554421.5259210236","513464.67240238254","140677.00907258064","10162.162144275315","2513192777","2327535360","139551593","46065081","992","4533","0.03216193780464443","0.09169877400872647","0.09180107982453946","2306894","11621","2296637","1458","581775","34","16581","10001","4533","4533","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","98223aa4-aab5-475c-bf07-b72d68161072","Ventas y modificaciones de contrato - 611","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","561794.435168739","520176.8944430348","141303","10162.713524486171","2214031869","2050017141","123922731","40051254","877","3941","0.02796165825901251","0.08078330077245376","0.08085539340747767","2306894","11621","2296637","1458","581775","50","16581","10001","3941","3941","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","98223aa4-aab5-475c-bf07-b72d68161072","Ventas y modificaciones de contrato - 611","c32228de-db82-4018-b7f1-42b586b1e942","MOVIL_Prepagos","505339.3716216216","468780.7753378378","135903.14782608696","10158.491554054053","299160908","277518219","15628862","6013827","115","592","0.004200279545631922","0.010915473236272719","0.010945686417061791","1945575","27982","1935408","17839","407927","34","10320","10079","592","592","","","","",""
